TICID,Camera,CCD,Tmag,RA,Dec
9026376,2,1,9.75,221.3503,34.4547
9026597,2,1,9.77,221.4024,33.4354
9026626,2,1,11.31,221.4244,33.2752
9026683,2,1,11.73,221.4133,32.9623
9026836,2,1,11.13,221.4203,32.2356
9027124,2,1,11.15,221.4213,30.9240
9027155,2,1,9.32,221.3749,30.7802
9027432,2,1,9.53,221.5594,30.3479
9027575,2,1,10.84,221.5737,30.9830
9027657,2,1,10.87,221.5858,31.3214
9027831,2,1,10.21,221.5310,32.1159
9027896,2,1,11.69,221.5577,32.4066
9028002,2,1,11.82,221.5530,33.0019
9028028,2,1,8.31,221.4669,33.1223
9028187,2,1,9.44,221.5937,33.9437
9028248,2,1,9.77,221.5422,34.2238
9028484,2,1,10.16,221.6021,35.4186
9028779,2,1,9.61,221.6258,34.9123
9028820,2,1,10.30,221.7096,34.7096
9028892,2,1,11.25,221.6406,34.3305
9028911,2,1,9.19,221.6710,34.2435
9028990,2,1,8.66,221.6546,33.8411
9029240,2,1,7.53,221.6182,32.4993
9036152,2,1,10.82,221.6370,31.4808
9036288,2,1,8.66,221.6979,30.7797
9036703,2,1,9.47,221.7556,31.0003
9036901,2,1,11.60,221.8227,31.8410
9037539,2,1,16.04,221.7490,34.8856
9037655,2,1,7.60,221.8380,35.5677
9037787,2,1,7.11,221.9579,35.6548
9038206,2,1,10.36,221.9807,33.5421
9038217,2,1,12.70,221.8904,33.4948
9038285,2,1,10.65,222.0145,33.0576
9038972,2,1,11.62,222.0425,30.0127
9039300,2,1,11.60,222.0996,31.5521
9058158,2,1,10.53,222.1051,32.0876
9058161,2,1,8.38,222.1008,32.1128
9058227,2,1,8.97,222.1476,32.4450
9058449,2,1,9.60,222.0482,33.6308
9058724,2,1,10.01,222.1287,35.0554
9058943,2,1,9.47,222.2458,35.6898
9059016,2,1,10.39,222.2686,35.3383
9060163,2,1,11.88,222.3244,30.0991
9060465,2,1,11.57,222.4260,31.6604
9060990,2,1,10.35,222.3946,34.1962
9061195,2,1,8.07,222.3555,35.1919
9061240,2,1,17.90,222.3385,35.4085
9064584,2,1,11.23,222.4962,35.0908
9065215,2,1,10.68,222.5464,32.3036
9065338,2,1,8.68,222.4790,31.9951
9065896,2,1,9.25,222.4875,30.5786
9066195,2,1,10.56,222.6293,29.9610
9066294,2,1,9.37,222.6751,30.1660
9066639,2,1,10.33,222.6097,30.9757
9067241,2,1,10.14,222.5885,32.7874
9067354,2,1,9.06,222.6386,33.0366
9067405,2,1,8.79,222.6159,33.1457
9067692,2,1,11.11,222.7028,33.9251
9068338,2,1,8.84,222.6252,35.6397
9069008,2,1,11.90,222.8593,34.2855
9069094,2,1,10.87,222.7524,34.0727
9069250,2,1,13.56,222.8218,33.6290
9094160,2,1,9.94,222.7911,31.1102
9094344,2,1,9.04,222.7422,30.3309
9095061,2,1,10.56,222.9679,32.9686
9095174,2,1,9.25,222.9908,33.6307
9095273,2,1,9.43,222.9389,34.1491
9095304,2,1,8.55,222.9021,34.3892
9096669,2,1,10.55,223.2702,30.0296
9096683,2,1,11.44,223.2566,30.1112
9096898,2,1,8.38,223.1944,31.2054
9103808,2,1,10.50,223.2786,31.7996
9103842,2,1,6.00,223.1823,31.9249
9103873,2,1,11.51,223.1804,32.1062
9103960,2,1,8.17,223.1786,32.4516
9103977,2,1,10.01,223.1972,32.5407
9104004,2,1,6.43,223.2230,32.6909
9104846,2,1,9.38,223.3358,34.6732
9105143,2,1,11.97,223.3807,33.0558
9105313,2,1,10.92,223.3499,32.1861
9105525,2,1,11.01,223.4008,30.9365
9105870,2,1,8.57,223.4319,30.9580
9105916,2,1,12.04,223.5612,31.1821
9106233,2,1,11.85,223.5422,33.0946
9106331,2,1,8.49,223.5547,33.6088
9106616,2,1,11.12,223.4857,35.2090
9106724,2,1,8.65,223.4664,35.7945
10728867,3,1,10.47,211.9550,51.9527
10729164,3,1,9.74,212.0114,49.9031
10729385,3,1,8.64,211.9674,48.7232
10729459,3,1,6.42,211.9845,48.2107
10747057,3,1,8.93,212.3886,53.8912
10747553,3,1,10.32,212.3531,50.5137
10747750,3,1,9.63,212.3661,49.1248
10747908,3,1,8.53,212.2998,47.9819
10748173,3,1,10.73,212.9988,52.2757
10748311,3,1,12.56,212.9827,51.1579
14449906,2,3,11.73,199.0452,31.7755
14456401,2,3,9.79,199.1203,34.4237
14456477,2,3,9.13,199.1807,33.8701
14456721,2,3,9.60,199.1622,32.3409
14456800,2,3,12.53,199.0982,31.9583
14456864,2,3,8.69,199.1363,31.5326
14457290,2,3,9.21,199.2715,31.0764
14457504,2,3,7.15,199.3340,32.4872
14457957,2,3,10.10,199.2728,35.5009
20181815,3,2,9.36,226.2243,40.6612
20182165,2,1,7.02,226.1812,38.6054
20182401,2,1,12.06,226.2410,37.2603
20182682,2,1,10.23,226.2520,36.1577
20182824,2,1,10.39,226.3835,37.0616
20183071,2,1,11.01,226.3719,38.5369
20183086,2,1,8.18,226.3027,38.6151
20183330,3,2,8.98,226.3886,40.0496
20203297,3,2,10.13,226.4696,39.6366
20203513,2,1,11.30,226.4564,38.3937
20203515,2,1,11.31,226.4176,38.3748
20204058,2,1,5.86,226.6460,36.4563
20204780,3,2,13.56,226.6941,40.6708
20205028,3,2,8.79,226.7468,41.6555
20205100,3,2,9.62,226.7304,41.1125
20205261,3,2,7.67,226.7881,40.1084
20210876,2,1,10.05,226.7836,37.8487
20211410,2,1,12.37,226.9245,36.9244
20211442,2,1,8.35,226.8670,37.0738
20211957,3,2,8.79,226.9465,39.9329
20211991,3,2,12.47,226.9173,40.0849
20212115,3,2,8.95,226.8861,40.8160
20212142,3,2,10.07,226.9971,40.9528
20212277,3,2,8.55,226.9792,41.7931
20212365,3,2,9.74,227.0951,41.5405
20212631,3,2,10.06,227.0375,39.9706
